event_id,event_name,event_type,event_year,GEOID,claim_count,building_payments,contents_payments,icc_payments,total_claim_payments,average_payment_per_claim,population_2018,claims_per_1000_residents,claim_payments_per_capita
florence,Hurricane Florence,Hurricane,2018,37133002202,7,252725.14,32428.09,0.00,285153.23,40736.18,4340,1.612903,65.70
florence,Hurricane Florence,Hurricane,2018,37133002300,11,794476.73,153525.93,0.00,948002.66,86182.06,3727,2.951435,254.36
florence,Hurricane Florence,Hurricane,2018,37133002400,21,1846504.20,65865.38,0.00,1912369.58,91065.22,7656,2.742947,249.79
florence,Hurricane Florence,Hurricane,2018,37133002500,3,257126.53,100000.00,0.00,357126.53,119042.18,3387,0.885740,105.44
florence,Hurricane Florence,Hurricane,2018,37133002600,7,64574.73,202261.65,0.00,266836.38,38119.48,3238,2.161828,82.41
florence,Hurricane Florence,Hurricane,2018,37133002800,24,276090.69,63799.81,0.00,339890.50,14162.10,8800,2.727273,38.62
florence,Hurricane Florence,Hurricane,2018,37135010704,2,3753.50,0.00,0.00,3753.50,1876.75,5578,0.358551,0.67
florence,Hurricane Florence,Hurricane,2018,37135010705,5,71969.45,1482.43,0.00,73451.88,14690.38,5210,0.959693,14.10
florence,Hurricane Florence,Hurricane,2018,37135011203,1,31837.94,0.00,0.00,31837.94,31837.94,6000,0.166667,5.31
florence,Hurricane Florence,Hurricane,2018,37135011400,36,334558.69,0.00,0.00,334558.69,9293.30,3996,9.009009,83.72
florence,Hurricane Florence,Hurricane,2018,37135011500,113,1875811.36,80791.59,0.00,1956602.95,17315.07,1882,60.042508,1039.64
florence,Hurricane Florence,Hurricane,2018,37135011800,1,7805.27,0.00,0.00,7805.27,7805.27,2975,0.336134,2.62
florence,Hurricane Florence,Hurricane,2018,37135011901,4,26629.67,0.00,0.00,26629.67,6657.42,5010,0.798403,5.32
florence,Hurricane Florence,Hurricane,2018,37135011902,9,597674.22,0.00,0.00,597674.22,66408.25,3771,2.386635,158.49
florence,Hurricane Florence,Hurricane,2018,37135012100,29,746245.78,1013383.23,0.00,1759629.01,60676.86,7997,3.626360,220.04
florence,Hurricane Florence,Hurricane,2018,37137950101,44,1759533.61,168929.75,90000.00,2018463.36,45874.17,3019,14.574362,668.59
florence,Hurricane Florence,Hurricane,2018,37137950102,97,2522458.59,232420.76,62247.99,2817127.34,29042.55,3613,26.847495,779.72
florence,Hurricane Florence,Hurricane,2018,37137950201,213,6039670.96,646045.98,361167.68,7046884.62,33083.97,3745,56.875834,1881.68
florence,Hurricane Florence,Hurricane,2018,37137950202,600,13100479.02,2015196.77,311571.73,15427247.52,25712.08,2365,253.699789,6523.15
florence,Hurricane Florence,Hurricane,2018,37139960200,1,8009.85,0.00,0.00,8009.85,8009.85,4488,0.222816,1.78
florence,Hurricane Florence,Hurricane,2018,37139960400,1,3907.00,0.00,0.00,3907.00,3907.00,4210,0.237530,0.93
florence,Hurricane Florence,Hurricane,2018,37139960502,1,14758.28,0.00,0.00,14758.28,14758.28,4844,0.206441,3.05
florence,Hurricane Florence,Hurricane,2018,37139960702,2,14782.14,0.00,0.00,14782.14,7391.07,3024,0.661376,4.89
florence,Hurricane Florence,Hurricane,2018,37141920101,113,1715114.54,277983.94,70980.00,2064078.48,18266.18,376,300.531915,5489.57
florence,Hurricane Florence,Hurricane,2018,37141920102,150,1292522.55,235978.45,0.00,1528501.00,10190.01,1285,116.731518,1189.49
florence,Hurricane Florence,Hurricane,2018,37141920103,23,105914.98,8610.12,0.00,114525.10,4979.35,5615,4.096171,20.40
florence,Hurricane Florence,Hurricane,2018,37141920201,71,1147452.25,138220.02,0.00,1285672.27,18108.06,6430,11.041991,199.95
florence,Hurricane Florence,Hurricane,2018,37141920202,74,1138908.13,139357.90,0.00,1278266.03,17273.87,8588,8.616674,148.84
florence,Hurricane Florence,Hurricane,2018,37141920203,77,6956599.70,2245312.45,40950.00,9242862.15,120037.17,5104,15.086207,1810.91
florence,Hurricane Florence,Hurricane,2018,37141920204,142,14126201.82,2783834.31,98795.00,17008831.13,119780.50,2285,62.144420,7443.69
florence,Hurricane Florence,Hurricane,2018,37141920300,29,2862078.23,542461.32,60000.00,3464539.55,119466.88,4566,6.351292,758.77
florence,Hurricane Florence,Hurricane,2018,37141920401,8,314925.43,60668.98,0.00,375594.41,46949.30,2504,3.194888,150.00
florence,Hurricane Florence,Hurricane,2018,37141920402,6,119827.71,18578.33,0.00,138406.04,23067.67,3194,1.878522,43.33
florence,Hurricane Florence,Hurricane,2018,37141920403,98,11466496.71,3092468.32,43259.67,14602224.70,149002.29,3775,25.960265,3868.14
florence,Hurricane Florence,Hurricane,2018,37141920501,39,2833457.33,676846.71,30000.00,3540304.04,90777.03,4827,8.079553,733.44
florence,Hurricane Florence,Hurricane,2018,37141920502,51,4068462.93,546101.29,60000.00,4674564.22,91658.12,1696,30.070755,2756.23
florence,Hurricane Florence,Hurricane,2018,37141920601,6,447728.30,74567.20,0.00,522295.50,87049.25,3515,1.706970,148.59
florence,Hurricane Florence,Hurricane,2018,37141920602,24,1040061.30,148896.06,0.00,1188957.36,49539.89,5260,4.562738,226.04
florence,Hurricane Florence,Hurricane,2018,37143920100,1,0.00,0.00,0.00,0.00,0.00,6391,0.156470,0.00
florence,Hurricane Florence,Hurricane,2018,37143920202,1,6815.26,0.00,0.00,6815.26,6815.26,4095,0.244200,1.66
florence,Hurricane Florence,Hurricane,2018,37147000603,1,0.00,0.00,0.00,0.00,0.00,10435,0.095831,0.00
florence,Hurricane Florence,Hurricane,2018,37147000800,1,5795.35,0.00,0.00,5795.35,5795.35,3385,0.295421,1.71
florence,Hurricane Florence,Hurricane,2018,37147000900,9,142129.20,10830.67,0.00,152959.87,16995.54,7980,1.127820,19.17
florence,Hurricane Florence,Hurricane,2018,37147001002,1,7980.50,0.00,0.00,7980.50,7980.50,6425,0.155642,1.24
florence,Hurricane Florence,Hurricane,2018,37147001100,1,17622.09,1278.79,0.00,18900.88,18900.88,5315,0.188147,3.56
florence,Hurricane Florence,Hurricane,2018,37147001200,1,43169.76,0.00,0.00,43169.76,43169.76,6277,0.159312,6.88
florence,Hurricane Florence,Hurricane,2018,37147001301,1,0.00,0.00,0.00,0.00,0.00,4359,0.229410,0.00
florence,Hurricane Florence,Hurricane,2018,37147001303,2,5284.92,0.00,0.00,5284.92,2642.46,7996,0.250125,0.66
florence,Hurricane Florence,Hurricane,2018,37147001402,2,14542.99,0.00,0.00,14542.99,7271.49,2556,0.782473,5.69
florence,Hurricane Florence,Hurricane,2018,37147001500,8,56851.36,13420.35,0.00,70271.71,8783.96,3614,2.213614,19.44
florence,Hurricane Florence,Hurricane,2018,37147001600,1,12490.44,799.85,0.00,13290.29,13290.29,8371,0.119460,1.59
florence,Hurricane Florence,Hurricane,2018,37147001800,1,52075.20,0.00,0.00,52075.20,52075.20,6596,0.151607,7.89
florence,Hurricane Florence,Hurricane,2018,37151030202,1,6117.82,0.00,0.00,6117.82,6117.82,4598,0.217486,1.33
florence,Hurricane Florence,Hurricane,2018,37151031303,1,8745.41,929.96,0.00,9675.37,9675.37,4462,0.224115,2.17
florence,Hurricane Florence,Hurricane,2018,37151031306,1,0.00,0.00,0.00,0.00,0.00,6816,0.146714,0.00
florence,Hurricane Florence,Hurricane,2018,37151031501,2,14092.18,0.00,0.00,14092.18,7046.09,5846,0.342114,2.41
florence,Hurricane Florence,Hurricane,2018,37151031504,2,1274.97,0.00,0.00,1274.97,637.49,5043,0.396589,0.25
florence,Hurricane Florence,Hurricane,2018,37153970400,1,7441.35,0.00,0.00,7441.35,7441.35,3991,0.250564,1.86
